data,player,language,publishedAt,short,sentiment
"futbol/real-madrid  desde inglaterra se informo durante la semana del interes madridista en diaby, delantero cuya zona de influencia arranca en la banda derecha, pero que no hace ascos a ocupar cualquier posicion de la vanguardia",diaby,es,2023-05-05T10:34:35Z,"futbol/real-madrid  desde inglaterra se informo durante la semana del interes madridista en diaby, delantero cuya zona de influencia arranca en la banda derecha, pero que no hace ascos a ocupar cualquier posicion de la vanguardia",3
"la ofensiva que comandan diaby, sardar azmoun y wirtz, quinta mejor de la bundesliga, no fue capaz de vulnerar a una defensiva del calcio, fortalecida por la sapiencia de mourinho",diaby,es,2023-05-19T08:39:47Z,"la ofensiva que comandan diaby, sardar azmoun y wirtz, quinta mejor de la bundesliga, no fue capaz de vulnerar a una defensiva del calcio, fortalecida por la sapiencia de mourinho",3
"busco diaby de zurda y se fue por encima del travesano, que poco despues devolvio un disparo cruzado de derecha del propio frances a poco de ingresar al area, en un contrataque veloz de los locales",diaby,es,2023-05-18T21:29:04Z,"busco diaby de zurda y se fue por encima del travesano, que poco despues devolvio un disparo cruzado de derecha del propio frances a poco de ingresar al area, en un contrataque veloz de los locales",1
"incluso estrello un balon en el travesano de la porteria romana, al cuarto de hora, por obra de diaby tras una internada en el area y que culmino con un potente derechazo",diaby,es,2023-05-18T21:07:27Z,"incluso estrello un balon en el travesano de la porteria romana, al cuarto de hora, por obra de diaby tras una internada en el area y que culmino con un potente derechazo",1
"imma mentruit  con wirtz elaborando ocasiones, demirbay, novedad en la media del bayerleverkusen ante la ausencia por lesion de andrich, y\xamoussa diaby dieron trabajo al portero portugues de los 'giallorossi' en la primera parte",diaby,es,2023-05-18T20:59:46Z,"imma mentruit  con wirtz elaborando ocasiones, demirbay, novedad en la media del bayerleverkusen ante la ausencia por lesion de andrich, y\xamoussa diaby dieron trabajo al portero portugues de los 'giallorossi' en la primera parte",3
"felip munoz  roma:\xarui patricio; mancini, cristante, roger ibanez; celik, bove, matic, zalewski; dybala, pellegrini; tammy abraham\ub\ubbayer bayerleverkusen:\xalukas hradecky; tapsoba, tah, hincapie; frimpong, palacios, andrich, bakker; diaby, wirtz, adli\ub\ubarbitro:\xamichael oliver (inglaterra)\ub\ubestadio: olimpico de roma\ub\ubhora: ",diaby,es,2023-05-11T05:00:00Z,"felip munoz  roma:\xarui patricio; mancini, cristante, roger ibanez; celik, bove, matic, zalewski; dybala, pellegrini; tammy abraham\ub\ubbayer bayerleverkusen:\xalukas hradecky; tapsoba, tah, hincapie; frimpong, palacios, andrich, bakker; diaby, wirtz, adli\ub\ubarbitro:\xamichael oliver (inglaterra)\ub\ubestadio: olimpico de roma\ub\ubhora:",3
"queria un extremo y, aunque la primera opcion era mudryk, le trajeron a leandro trossard (brighton)",mudryk,es,2023-01-31T20:06:27Z,"queria un extremo y, aunque la primera opcion era mudryk, le trajeron a leandro trossard (brighton)",2
"enzo fernandez (), mudryk (), benoit badiashile ()",mudryk,es,2023-01-31T22:17:26Z,"enzo fernandez (), mudryk (), benoit badiashile ()",3
"en esta ventana invernal europea, ademas de fofana, se incorporaron benoit badiashile (), el juvenil volante central brasileno andrey santos -enfrento a la argentina en el sudamericano sub - (,), mudryk (, que pueden llegar a de acuerdo a objetivos), joao felix (, prestamo), noni madueke () y malo gusto ()",mudryk,es,2023-01-31T22:29:20Z,"en esta ventana invernal europea, ademas de fofana, se incorporaron benoit badiashile (), el juvenil volante central brasileno andrey santos -enfrento a la argentina en el sudamericano sub - (,), mudryk (, que pueden llegar a de acuerdo a objetivos), joao felix (, prestamo), noni madueke () y malo gusto ()",2
"el ucraniano mudryk, fichaje de campanillas del chelsea  felip munoz  cayo el telon del mercado invernal y la sensacion general es de asombro",mudryk,es,2023-02-01T14:42:26Z,"el ucraniano mudryk, fichaje de campanillas del chelsea  felip munoz  cayo el telon del mercado invernal y la sensacion general es de asombro",1
"felip munoz  la intencion de ziyech era la de marcharse al psg para intentar tener algo mas de protagonismo que en un chelsea donde acaban de aterrizar mudryk, joao felix y noni madueke, futbolistas que actuan en una posicion similar a la del marroqui",mudryk,es,2023-02-01T16:24:01Z,"felip munoz  la intencion de ziyech era la de marcharse al psg para intentar tener algo mas de protagonismo que en un chelsea donde acaban de aterrizar mudryk, joao felix y noni madueke, futbolistas que actuan en una posicion similar a la del marroqui",2
"tambien llegaron mudryk (), benoit badiashile () o noni madueke ()",mudryk,es,2023-02-02T04:00:00Z,"tambien llegaron mudryk (), benoit badiashile () o noni madueke ()",1
":  completan el podio detras del volante argentino el ucraniano mudryk,  quien paso del shakhtar donetsk al chelsea a cambio de millones, y el  - mudryk:   de shakhtar donetsk de ucrania a chelsea de inglaterra ",mudryk,es,2023-02-02T15:15:00Z,":  completan el podio detras del volante argentino el ucraniano mudryk,  quien paso del shakhtar donetsk al chelsea a cambio de millones, y el  - mudryk:   de shakhtar donetsk de ucrania a chelsea de inglaterra",5
" sin embargo, las palabras del tecnico blue suenan huecas, especialmente teniendo en cuenta que en stamford bridge acaban de aterrizar el ucraniano mudryk, el portugues joao felix y el britanico noni madueke, futbolistas que pueden jugar en una posicion similar a la del internacional marroqui",mudryk,es,2023-02-02T17:38:10Z,"sin embargo, las palabras del tecnico blue suenan huecas, especialmente teniendo en cuenta que en stamford bridge acaban de aterrizar el ucraniano mudryk, el portugues joao felix y el britanico noni madueke, futbolistas que pueden jugar en una posicion similar a la del internacional marroqui",3
mykhailo mudryk ha costado millones de euros al chelsea y no ha sido el fichaje mas caro del equipo \'blue\' en este mercado de invierno,mudryk,es,2023-02-03T11:40:13Z,mykhailo mudryk ha costado millones de euros al chelsea y no ha sido el fichaje mas caro del equipo \'blue\' en este mercado de invierno,1
" los 'blues' asombraron con un enorme gasto en fichajes -superior a los millones- gastos en la ventana de fichajes de enero, con jugadores como enzo fernandez, mudryk y benoit badiashile contratados por enormes traspasos, y joao felix se sumo cedido por el atletico de madrid para reforzar las opciones de graham potter",mudryk,es,2023-02-03T17:58:54Z,"los 'blues' asombraron con un enorme gasto en fichajes -superior a los millones- gastos en la ventana de fichajes de enero, con jugadores como enzo fernandez, mudryk y benoit badiashile contratados por enormes traspasos, y joao felix se sumo cedido por el atletico de madrid para reforzar las opciones de graham potter",1
"\uc\uc  por ultimo, el delantero que se perfila a ser la figura del chelsea es mudryk",mudryk,es,2023-02-04T12:28:00Z,"\uc\uc  por ultimo, el delantero que se perfila a ser la figura del chelsea es mudryk",3
" pero lo que sobre todo llama la atencion es la cantidad de movimientos que ha hecho un club como el chelsea, el gran animador del ultimo mercado de invierno al realizar nada menos que siete fichajes en las ultimas semanas, destacando jugadores como enzo fernandez ( millones de euros), mudryk ( millones), benoit badiashile ( millones) o noni madueke ( millones)",mudryk,es,2023-02-12T13:52:24Z,"pero lo que sobre todo llama la atencion es la cantidad de movimientos que ha hecho un club como el chelsea, el gran animador del ultimo mercado de invierno al realizar nada menos que siete fichajes en las ultimas semanas, destacando jugadores como enzo fernandez ( millones de euros), mudryk ( millones), benoit badiashile ( millones) o noni madueke ( millones)",3
"desde su desembarco este pasado verano en el cuadro de londres, entre el mercado de verano y el de invierno se ha gastado ya , millones de euros en fichajes, con contrataciones muy altas, entre ellas, como las de enzo fernandez ( millones de euros), wesley fofana () o mudryk ()",mudryk,es,2023-02-13T15:10:29Z,"desde su desembarco este pasado verano en el cuadro de londres, entre el mercado de verano y el de invierno se ha gastado ya , millones de euros en fichajes, con contrataciones muy altas, entre ellas, como las de enzo fernandez ( millones de euros), wesley fofana () o mudryk ()",5
"enzo fernandez --el mas caro, reclutado por millones del benfica--, mudryk -- millones al shaktar, mas en variables-- y joao felix --el atletico ha recibido millones por su cesion-- seran titulares esta noche frente al borussia dortmund",mudryk,es,2023-02-14T21:05:00Z,"enzo fernandez --el mas caro, reclutado por millones del benfica--, mudryk -- millones al shaktar, mas en variables-- y joao felix --el atletico ha recibido millones por su cesion-- seran titulares esta noche frente al borussia dortmund",1
"los jugadores del shakhtar celebran uno de sus dos goles al rennes  sin disputar un encuentro oficial desde el pasado mes de noviembre y, sobre todo, sin la presencia de su gran estrella, el joven atacante mudryk, traspasado el pasado mes de enero por millones de euros al chelsea ingles, habia numerosas dudas sobre el rendimiento del conjunto ucraniano",mudryk,es,2023-02-16T23:23:36Z,"los jugadores del shakhtar celebran uno de sus dos goles al rennes  sin disputar un encuentro oficial desde el pasado mes de noviembre y, sobre todo, sin la presencia de su gran estrella, el joven atacante mudryk, traspasado el pasado mes de enero por millones de euros al chelsea ingles, habia numerosas dudas sobre el rendimiento del conjunto ucraniano",1
"aniversario de la guerra de ucrania  el caso mas potente es el de mudryk, por el que el chelsea pago millones al shakhtar donetsk",mudryk,es,2023-02-27T10:59:29Z,"aniversario de la guerra de ucrania  el caso mas potente es el de mudryk, por el que el chelsea pago millones al shakhtar donetsk",5
"mudryk, con la camiseta del chelsea  javier alfaro  el aterrizaje de mudryk en inglaterra no esta siendo tan bueno como se esperaba",mudryk,es,2023-03-06T09:22:10Z,"mudryk, con la camiseta del chelsea  javier alfaro  el aterrizaje de mudryk en inglaterra no esta siendo tan bueno como se esperaba",3
"por el extremo ucraniano mudryk, tambien de anos, desembolso el chelsea millones de euros",mudryk,es,2023-03-07T12:43:09Z,"por el extremo ucraniano mudryk, tambien de anos, desembolso el chelsea millones de euros",1
"el objetivo numero era mudryk, que acabo en el chelsea",mudryk,es,2023-03-18T06:53:21Z,"el objetivo numero era mudryk, que acabo en el chelsea",2
"fue entonces cuando potter decidio mover el banquillo, pero no para darle minutos a kante ni a la perla del shakhtar mudryk tras pagar este invierno millones y en variables",mudryk,es,2023-03-18T20:18:22Z,"fue entonces cuando potter decidio mover el banquillo, pero no para darle minutos a kante ni a la perla del shakhtar mudryk tras pagar este invierno millones y en variables",2
"gareth southgate, con jack grealish, en el partido contra italia del jueves (photo by michael regan/getty images)  inglaterra estara frente a mudryk, uno de los flamantes fichajes de invierno del chelsea y que no ha podido marcar aun como jugador del equipo 'blue'",mudryk,es,2023-03-26T05:00:00Z,"gareth southgate, con jack grealish, en el partido contra italia del jueves (photo by michael regan/getty images)  inglaterra estara frente a mudryk, uno de los flamantes fichajes de invierno del chelsea y que no ha podido marcar aun como jugador del equipo 'blue'",3
"futbol/premier-league  el sucesor de abramovich tiro la \'casa por la ventana\' en el mercado de fichajes: enzo fernandez, wesley fofana, mudryk, marc cucurella, raheem sterling..",mudryk,es,2023-04-19T12:36:49Z,"futbol/premier-league  el sucesor de abramovich tiro la \'casa por la ventana\' en el mercado de fichajes: enzo fernandez, wesley fofana, mudryk, marc cucurella, raheem sterling",5
"un gasto total de millones en fichajes a costa de todd boehly, sucesor de abramovich que tiro la \'casa por la ventana\' en el mercado de fichajes con incorporaciones como enzo fernandez, wesley fofana, mudryk, marc cucurella, raheem sterling..",mudryk,es,2023-04-20T14:23:53Z,"un gasto total de millones en fichajes a costa de todd boehly, sucesor de abramovich que tiro la \'casa por la ventana\' en el mercado de fichajes con incorporaciones como enzo fernandez, wesley fofana, mudryk, marc cucurella, raheem sterling",1
javier alfaro  la etapa de mudryk en el chelsea no esta yendo todo lo bien que podria,mudryk,es,2023-05-25T10:35:41Z,javier alfaro  la etapa de mudryk en el chelsea no esta yendo todo lo bien que podria,2
" una indecision en la salida de balon de moises caicedo y de hincapie, apurados por la amenaza de sus rivales, llevo el balon a jackson irvine que lo envio a awer mabil que ejecuto, desde cerca, un potente zapatazo imposible para ramirez",hincapie,es,2023-03-24T11:35:06Z,"una indecision en la salida de balon de moises caicedo y de hincapie, apurados por la amenaza de sus rivales, llevo el balon a jackson irvine que lo envio a awer mabil que ejecuto, desde cerca, un potente zapatazo imposible para ramirez",1
"una indecision en la salida de balon de moises caicedo y de hincapie, apurados por la amenaza de sus rivales, llevo el balon a jackson irvine, que lo envio a awer mabil, que ejecuto, desde cerca, un potente zapatazo imposible para ramirez",hincapie,es,2023-03-24T17:19:22Z,"una indecision en la salida de balon de moises caicedo y de hincapie, apurados por la amenaza de sus rivales, llevo el balon a jackson irvine, que lo envio a awer mabil, que ejecuto, desde cerca, un potente zapatazo imposible para ramirez",1
hincapie (bayerleverkusen)\ub,hincapie,es,2023-03-29T18:51:00Z,hincapie (bayerleverkusen)\ub,5
al cuarto de hora abrio el marcador el frances adli a pase de hincapie y cinco mas tarde amplio su ventaja con un cabezazo de demirbay a un centro de frimpong,hincapie,es,2023-05-21T20:25:27Z,al cuarto de hora abrio el marcador el frances adli a pase de hincapie y cinco mas tarde amplio su ventaja con un cabezazo de demirbay a un centro de frimpong,1
"la roma acabo con el sueno del ecuatoriano hincapie, que queria ganar la uefa europaleague con su equipo, el bayerleverkusen",hincapie,es,2023-05-20T14:40:16Z,"la roma acabo con el sueno del ecuatoriano hincapie, que queria ganar la uefa europaleague con su equipo, el bayerleverkusen",5
" del al de mayo - se quedara estos dias en alemania para ver a hincapie, del bayerleverkusen  del al de mayo - se reunira en belgica a angelo preciado, que milita en el genk",hincapie,es,2023-05-07T19:17:38Z,"del al de mayo - se quedara estos dias en alemania para ver a hincapie, del bayerleverkusen  del al de mayo - se reunira en belgica a angelo preciado, que milita en el genk",1
"colonia se jugo el viernes\xa de mayo de en el bayarena.este encuentro es considerado como uno de los clasicos de la bundesliga por la ubicacion geografica de ambas ciudades, separadas por un poco mas de kilometros.el ecuatoriano hincapie fue titular en el bayerleverkusen que dirige el espanol alonso",hincapie,es,2023-05-05T21:06:47Z,el ecuatoriano hincapie fue titular en el bayerleverkusen que dirige el espanol alonso,1
"agentes de cambio que representaran al ecuador por el mundo"", publico idv en sus distintas redes sociales.la publicacion estuvo acompanada de un video donde se muestran jugadas de algunos futbolistas oriundos de esmeraldas y que tuvieron su paso por idv como\xapiero hincapie y william pacho.ademas, en las imagenes se aprecia las canchas y espacios verdes con los que contara este centro de alto rendimiento.""los chicos de esmeraldas podras\xacumplir sus suenos de futuro\xay ser verdaderos 'agentes de cambio'",hincapie,es,2023-05-05T20:38:57Z,la publicacion estuvo acompanada de un video donde se muestran jugadas de algunos futbolistas oriundos de esmeraldas y que tuvieron su paso por idv como\xapiero hincapie y william pacho,4
"esta iniciara el y finalizara el de mayo.durante ese lapso, felix sanchez visitara a ocho jugadores de cinco instituciones diferentes.en el cronograma que compartio la federacion ecuatoriana de futbol, los jugadores que recibiran a felix sanchez son: gonzalo plata,\xamoises caicedo, pervis estupinan, jeremy sarmiento,\xaenner valencia, hincapie, angelo preciado y william pacho",hincapie,es,2023-05-05T19:39:51Z,"en el cronograma que compartio la federacion ecuatoriana de futbol, los jugadores que recibiran a felix sanchez son: gonzalo plata,\xamoises caicedo, pervis estupinan, jeremy sarmiento,\xaenner valencia, hincapie, angelo preciado y william pacho",3
" desde la cuenta en twitter @latri, de la seleccion de ecuador, tambien se realizo una llamativa publicacion con la imagen de hincapie y la etiqueta #maythethbewithyou",hincapie,es,2023-05-04T18:08:09Z,"desde la cuenta en twitter @latri, de la seleccion de ecuador, tambien se realizo una llamativa publicacion con la imagen de hincapie y la etiqueta #maythethbewithyou",1
"pacho es considerado uno joven defensor con mucho potencial y por eso ya dio otro paso en su carrera a una liga mas imponente.desde la campana /, william pacho defendera los colores del\xaeintracht frankfurt\xade alemania, club con el cual firmo hasta .wirtz plettenberg, periodista aleman, detallo que el valor de la transaccion se ubica en los millones de euros.william pacho sera el segundo ecuatoriano en alemania en la actualidad, pues en el pais teuton tambien juega\xapiero hincapie, que defiende la camiseta del bayerleverkusen",hincapie,es,2023-05-01T15:58:23Z,"william pacho sera el segundo ecuatoriano en alemania en la actualidad, pues en el pais teuton tambien juega\xapiero hincapie, que defiende la camiseta del bayerleverkusen",3
"el defensa hincapie, del bayerleverkusen, realizo una broma al volante moises caicedo, del brighton",hincapie,es,2023-04-28T21:41:09Z,"el defensa hincapie, del bayerleverkusen, realizo una broma al volante moises caicedo, del brighton",1
el equipo de hincapie tuvo un marcador global de - ante el union saint gillon de belgica,hincapie,es,2023-04-20T21:58:46Z,el equipo de hincapie tuvo un marcador global de - ante el union saint gillon de belgica,4
" en esta jornada, el bayerleverkusen del ecuatoriano hincapie tambien avanzo a las semifinales de la liga europa",hincapie,es,2023-04-20T21:46:26Z,"en esta jornada, el bayerleverkusen del ecuatoriano hincapie tambien avanzo a las semifinales de la liga europa",5
"hincapie\xafue titular y disputo los minutos con el bayerleverkusen\xaque empato - en casa ante el union saint-gilloise, por la ida de los cuartos de final de la uefa europaleague, este jueves de abril de ",hincapie,es,2023-04-13T21:28:24Z,"hincapie\xafue titular y disputo los minutos con el bayerleverkusen\xaque empato - en casa ante el union saint-gilloise, por la ida de los cuartos de final de la uefa europaleague, este jueves de abril de",5
" pero ensalzar las recientes victorias consecutivas exige por igual dar reconocimiento al merito del desarrollo defensivo del equipo, apuntalando la labor de los dos sudamericanos palacios y hincapie, que desde la media cancha refuerzan y dan estabilidad a la zaga tal cual lo hiciera el propio alonso",hincapie,es,2023-04-13T17:04:00Z,"pero ensalzar las recientes victorias consecutivas exige por igual dar reconocimiento al merito del desarrollo defensivo del equipo, apuntalando la labor de los dos sudamericanos palacios y hincapie, que desde la media cancha refuerzan y dan estabilidad a la zaga tal cual lo hiciera el propio alonso",4
en ecuador se espera que el defensa hincapie tenga accion en esta jornada,hincapie,es,2023-04-13T14:57:13Z,en ecuador se espera que el defensa hincapie tenga accion en esta jornada,3
"las familias controladoras no estan todas de acuerdo en como se esta manejando la empresa; hay molestias profundas de parte de la familia cuneo con el manejo de carlo solari; sus hermanos, hincapie y sandro, en privado expresan diferencias con carlo y con el gerente general gaston bottazzini, el argentino que tomo el mando en ",hincapie,es,2023-04-10T12:13:21Z,"las familias controladoras no estan todas de acuerdo en como se esta manejando la empresa; hay molestias profundas de parte de la familia cuneo con el manejo de carlo solari; sus hermanos, hincapie y sandro, en privado expresan diferencias con carlo y con el gerente general gaston bottazzini, el argentino que tomo el mando en",2
hincapie se ha constituido en figura en el equipo que dirige el espanol xavi alonso,hincapie,es,2023-04-08T18:19:01Z,hincapie se ha constituido en figura en el equipo que dirige el espanol xavi alonso,5
el ecuatoriano\xapiero hincapie\xaarranco de titular,hincapie,es,2023-04-01T16:20:30Z,el ecuatoriano\xapiero hincapie\xaarranco de titular,5
":  la lista es liderada por el ingles del borussia dortmund jude bellingham, mientras que destacan otros sudamericanos, como el brasileno del arsenal gabriel martinelli (deg), el ecuatoriano del brighton moises caicedo (deg), su compatriota del bayerleverkusen hincapie (deg), el brasileno del vasco da gama andrey santos (deg) y el argentino del manchester united alejandro garnacho (deg)",hincapie,es,2023-03-30T14:08:00Z,":  la lista es liderada por el ingles del borussia dortmund jude bellingham, mientras que destacan otros sudamericanos, como el brasileno del arsenal gabriel martinelli (deg), el ecuatoriano del brighton moises caicedo (deg), su compatriota del bayerleverkusen hincapie (deg), el brasileno del vasco da gama andrey santos (deg) y el argentino del manchester united alejandro garnacho (deg)",3
" ""desde hace anos las puertas de la bundesliga han estado abiertas para jugadores latinoamericanos y especialmente el bayerleverkusen ha tenido historicamente muy buenos jugadores brasilenos, argentinos, chilenos y ahora tenemos ecuatorianos con hincapie",hincapie,es,2023-03-28T17:56:34Z,"""desde hace anos las puertas de la bundesliga han estado abiertas para jugadores latinoamericanos y especialmente el bayerleverkusen ha tenido historicamente muy buenos jugadores brasilenos, argentinos, chilenos y ahora tenemos ecuatorianos con hincapie",5
"en el primero de los goles, el arquero\xamoises ramirez\xacometio un error en la salida y sus rivales definieron a puerta vacia; en el segundo, despues de que\xapiero hincapie\xaregalase el balon en su cancha, se amplio el marcador",hincapie,es,2023-03-28T16:39:18Z,"en el primero de los goles, el arquero\xamoises ramirez\xacometio un error en la salida y sus rivales definieron a puerta vacia; en el segundo, despues de que\xapiero hincapie\xaregalase el balon en su cancha, se amplio el marcador",1
"ecuador se impuso a australia  - ecuador: hernan galindez, angelo preciado (xavier arreaga, m.), felix torres, william pacho, hincapie, pervis estupinan, jhegson mendez (angel mena, m.), moises caicedo, alan franco (mourinho cifuentes, m.), junior sornoza (marco angulo, m.) y kevin rodriguez (michael estrada, m.)",hincapie,es,2023-03-28T12:45:33Z,"), felix torres, william pacho, hincapie, pervis estupinan, jhegson mendez (angel mena, m",4
hincapie y felix torres le hicieron compania.\xala alineacion de\xa---\xale permitio ingresar en la alineacion,hincapie,es,2023-03-28T11:19:22Z,hincapie y felix torres le hicieron compania,5
" ecuador:\xahernan galindez (arquero), felix torres, hincapie y william pacho (defensas); pervis estupinan, angelo preciado (xavier arreaga - '), moises caicedo, jhegson mendez (angel mena - ), alan franco y junior sornoza (marco angulo - ') (volantes); kevin rodriguez (michael estrada - ') (delantero).australia:\xajoe gaucci (arquero); milos degenek, bailey wright, thomas deng, aziz behich (defensas); jackson irvine, connor metcalfe, riley mcgree, cameron devlin, craig goodwin (garang kuol - ') (volantes); brandon borello (jason cumming - ')\xa (delantero)",hincapie,es,2023-03-28T05:06:00Z,"ecuador:\xahernan galindez (arquero), felix torres, hincapie y william pacho (defensas); pervis estupinan, angelo preciado (xavier arreaga - '), moises caicedo, jhegson mendez (angel mena - ), alan franco y junior sornoza (marco angulo - ') (volantes); kevin rodriguez (michael estrada - ') (delantero)",3
" segun informacion del periodista stalin cobena, felix sanchez ensayo en los entrenamientos con la siguiente alineacion: hernan galindez; angelo preciado, felix torres, hincapie y pervis estupinan; moises caicedo, jhegson mendez, alan franco, mourinho cifuentes y\xajunior sornoza; michael estrada.entre las novedades en relacion con el primer once que presento ante australia se encuentra la inclusion de\xahernan galindez, arquero que jugo como titular el\xamundial qatar ",hincapie,es,2023-03-27T21:14:46Z,"segun informacion del periodista stalin cobena, felix sanchez ensayo en los entrenamientos con la siguiente alineacion: hernan galindez; angelo preciado, felix torres, hincapie y pervis estupinan; moises caicedo, jhegson mendez, alan franco, mourinho cifuentes y\xajunior sornoza; michael estrada",4
"el marcador final fue de - en contra de los ecuatorianos.\xalos\xajugadores\xaque estuvieron presentes en aquel compromiso fueron moises ramirez, angelo preciado, felix torres, hincapie, pervis estupinan, mourinho cifuentes, moises caicedo, jhegson mendez, jeremy sarmiento, michael estrada y angel mena como titulares",hincapie,es,2023-03-27T20:25:28Z,"\xalos\xajugadores\xaque estuvieron presentes en aquel compromiso fueron moises ramirez, angelo preciado, felix torres, hincapie, pervis estupinan, mourinho cifuentes, moises caicedo, jhegson mendez, jeremy sarmiento, michael estrada y angel mena como titulares",5
"el arquero\xamoises ramirez\xasalio mal en el primer tanto y, en el segundo, hincapie\xaregalo la pelota al rival",hincapie,es,2023-03-26T19:10:54Z,"el arquero\xamoises ramirez\xasalio mal en el primer tanto y, en el segundo, hincapie\xaregalo la pelota al rival",1
moises ramirez y hincapie fallaron en las acciones de gol de los locales,hincapie,es,2023-03-24T11:58:53Z,moises ramirez y hincapie fallaron en las acciones de gol de los locales,1
" moises ramire, pervis estupinan, hincapie, felix torres, angelo preciado, mourinho cifuentes, moises caicedo, jhegson mendez, jeremy sarmiento, michael estrada y angel mena, fueron los titulares",hincapie,es,2023-03-24T11:45:04Z,"moises ramire, pervis estupinan, hincapie, felix torres, angelo preciado, mourinho cifuentes, moises caicedo, jhegson mendez, jeremy sarmiento, michael estrada y angel mena, fueron los titulares",4
 el segundo tanto de los australianos fue producto de un error en la salida del defensa hincapie,hincapie,es,2023-03-24T11:40:39Z,el segundo tanto de los australianos fue producto de un error en la salida del defensa hincapie,1
" la seleccion de ecuador, pese a estar\xaperdiendo en el marcador, fue regular australia en el partido que se jugo en el commbank stadium en sindey.sin embargo, esto se vio afectada por los errores que tuvo el equipo en la zona baja, que\xaprovoco dos goles de los 'socceroos'\xapara que esten ganando momentaneamente a ecuador.el primero fue un error de\xamoises ramirez\xaen salida en un balon parado que termino en gol de jackson irvine.mientras que, el segundo error que termino en gol fue a los minutos.\xapiero hincapie\xaperdio el esferico en el area ante jackson irvine, que termino habilitando a awer mabil y este con un bombazo rompio el arco defendido por el guardameta de independiente del valle, que fallo en primera instancia",hincapie,es,2023-03-24T10:18:17Z,"\xapiero hincapie\xaperdio el esferico en el area ante jackson irvine, que termino habilitando a awer mabil y este con un bombazo rompio el arco defendido por el guardameta de independiente del valle, que fallo en primera instancia",1
"a el lo acompanaban sus companeros\xaangel mena, jeremy sarmiento y moises caicedo.\xa""hincapie, hincapie"", se escuchaba pedir a los gritos para que se acerque hincapie, otra de las figuras de la escuadra nacional",hincapie,es,2023-03-23T01:45:47Z,"\xa""hincapie, hincapie"", se escuchaba pedir a los gritos para que se acerque hincapie, otra de las figuras de la escuadra nacional",1
 angelo preciado (genk)mourinho hurtado (red bull bragantino)felix torres (santos laguna)hincapie (bayerleverkusen)william pacho (royal antwerp)pervis estupinan (brighton & hove albion)diego palacios (lafc)xavier arreaga (seattle sounders)  jhegson mendez (sao paulo)moises caicedo (brighton & hove albion)alan franco (talleres de cordoba)mourinho cifuentes (lafc)angel mena (leon)junior sornoza (independiente del valle)alexander alvarado (liga de quito)gonzalo plata (valladolid)jeremy sarmiento (brighton & hove albion) ,hincapie,es,2023-03-20T04:16:50Z,angelo preciado (genk)mourinho hurtado (red bull bragantino)felix torres (santos laguna)hincapie (bayerleverkusen)william pacho (royal antwerp)pervis estupinan (brighton & hove albion)diego palacios (lafc)xavier arreaga (seattle sounders)  jhegson mendez (sao paulo)moises caicedo (brighton & hove albion)alan franco (talleres de cordoba)mourinho cifuentes (lafc)angel mena (leon)junior sornoza (independiente del valle)alexander alvarado (liga de quito)gonzalo plata (valladolid)jeremy sarmiento (brighton & hove albion),3
"el bayerleverkusen, del ecuatoriano hincapie, gano - al bayern munich en la bundesliga",hincapie,es,2023-03-19T19:04:34Z,"el bayerleverkusen, del ecuatoriano hincapie, gano - al bayern munich en la bundesliga",5
" asi, se conocio que el rival del bayerleverkusen, donde milita el ecuatoriano hincapie, sera el saint-gilloise belga, la gran revelacion, que esta haciendo historia esta campana",hincapie,es,2023-03-17T13:38:28Z,"asi, se conocio que el rival del bayerleverkusen, donde milita el ecuatoriano hincapie, sera el saint-gilloise belga, la gran revelacion, que esta haciendo historia esta campana",4
 hincapie - bayerleverkusen  william pacho - royal amberes ,hincapie,es,2023-03-17T05:00:00Z,hincapie - bayerleverkusen  william pacho - royal amberes,5
"el elenco del ecuatoriano hincapie supero al ferencvaros de hungria, este de marzo del ",hincapie,es,2023-03-16T22:00:13Z,"el elenco del ecuatoriano hincapie supero al ferencvaros de hungria, este de marzo del",5
" en la convocatoria constan nombres como moises caicedo, mediocentro del brighton ingles; y hincapie, zaguero del bayerleverkusen, de alemania; y angelo preciado, lateral derecho del genk de belgica; tambien van pervis estupinan, lateral izquierdo del brighton ingles; y gonzalo plata, atacante del valladolid de espana",hincapie,es,2023-03-16T21:40:46Z,"en la convocatoria constan nombres como moises caicedo, mediocentro del brighton ingles; y hincapie, zaguero del bayerleverkusen, de alemania; y angelo preciado, lateral derecho del genk de belgica; tambien van pervis estupinan, lateral izquierdo del brighton ingles; y gonzalo plata, atacante del valladolid de espana",2
